timestamp,region,pm25,temperature,humidity,pm25_zscore,temperature_zscore,humidity_zscore,date,hour,pm25_rolling_avg_3,pm25_lag_1,pm25_rate_of_change
2025-03-21 14:30:00+00:00,New Delhi-8118,32.0,26.07,67.64,-0.13,-0.35,1.54,2025-03-21,14,25.33,24.0,8.0
2025-03-21 15:30:00+00:00,New Delhi-8118,51.0,24.82,60.71,-0.04,-0.64,0.93,2025-03-21,15,35.67,32.0,19.0
2025-03-21 16:30:00+00:00,New Delhi-8118,50.0,21.28,32.74,-0.05,-1.45,-1.54,2025-03-21,16,44.33,51.0,-1.0
2025-03-21 17:30:00+00:00,New Delhi-8118,59.0,33.36,68.39,-0.01,1.32,1.6,2025-03-21,17,53.33,50.0,9.0
2025-03-21 18:30:00+00:00,New Delhi-8118,54.0,22.69,65.62,-0.03,-1.13,1.36,2025-03-21,18,54.33,59.0,-5.0
2025-03-21 19:30:00+00:00,New Delhi-8118,60.0,26.34,32.11,-0.0,-0.29,-1.59,2025-03-21,19,57.67,54.0,6.0
2025-03-21 20:30:00+00:00,New Delhi-8118,60.0,29.1,58.48,-0.0,0.34,0.73,2025-03-21,20,58.0,60.0,0.0
2025-03-21 21:30:00+00:00,New Delhi-8118,61.0,24.18,56.02,0.0,-0.78,0.51,2025-03-21,21,60.33,60.0,1.0
2025-03-21 22:30:00+00:00,New Delhi-8118,108.0,25.88,61.6,0.22,-0.39,1.0,2025-03-21,22,76.33,61.0,47.0
2025-03-21 23:30:00+00:00,New Delhi-8118,124.0,26.48,53.31,0.29,-0.26,0.27,2025-03-21,23,97.67,108.0,16.0
2025-03-22 00:30:00+00:00,New Delhi-8118,102.0,26.39,51.82,0.19,-0.28,0.14,2025-03-22,0,111.33,124.0,-22.0
2025-03-22 01:30:00+00:00,New Delhi-8118,74.0,20.88,64.64,0.06,-1.54,1.27,2025-03-22,1,100.0,102.0,-28.0
2025-03-22 02:30:00+00:00,New Delhi-8118,76.0,29.14,43.56,0.07,0.35,-0.58,2025-03-22,2,84.0,74.0,2.0
2025-03-22 03:30:00+00:00,New Delhi-8118,80.0,29.34,56.35,0.09,0.4,0.54,2025-03-22,3,76.67,76.0,4.0
2025-03-22 04:30:00+00:00,New Delhi-8118,73.0,24.02,30.37,0.06,-0.82,-1.75,2025-03-22,4,76.33,80.0,-7.0
2025-03-22 05:30:00+00:00,New Delhi-8118,53.0,27.42,62.67,-0.03,-0.04,1.1,2025-03-22,5,68.67,73.0,-20.0
2025-03-22 06:30:00+00:00,New Delhi-8118,53.0,27.18,51.64,-0.03,-0.1,0.13,2025-03-22,6,59.67,53.0,0.0
2025-03-22 07:30:00+00:00,New Delhi-8118,37.0,33.8,58.22,-0.11,1.42,0.71,2025-03-22,7,47.67,53.0,-16.0
2025-03-22 08:30:00+00:00,New Delhi-8118,43.0,24.2,64.44,-0.08,-0.78,1.25,2025-03-22,8,44.33,37.0,6.0
2025-03-22 09:30:00+00:00,New Delhi-8118,32.0,20.85,49.97,-0.13,-1.55,-0.02,2025-03-22,9,37.33,43.0,-11.0
2025-03-22 10:30:00+00:00,New Delhi-8118,25.0,26.82,49.55,-0.16,-0.18,-0.06,2025-03-22,10,33.33,32.0,-7.0
2025-03-22 11:30:00+00:00,New Delhi-8118,23.0,31.98,49.96,-0.17,1.0,-0.02,2025-03-22,11,26.67,25.0,-2.0
2025-03-22 12:30:00+00:00,New Delhi-8118,28.0,20.81,61.95,-0.15,-1.56,1.03,2025-03-22,12,25.33,23.0,5.0
2025-03-22 13:30:00+00:00,New Delhi-8118,33.0,28.71,32.6,-0.13,0.25,-1.55,2025-03-22,13,28.0,28.0,5.0
2025-03-22 14:30:00+00:00,New Delhi-8118,42.0,25.88,60.5,-0.09,-0.39,0.91,2025-03-22,14,34.33,33.0,9.0
2025-03-22 15:30:00+00:00,New Delhi-8118,60.0,25.87,54.07,-0.0,-0.4,0.34,2025-03-22,15,45.0,42.0,18.0
2025-03-22 16:30:00+00:00,New Delhi-8118,75.0,22.13,37.37,0.07,-1.25,-1.13,2025-03-22,16,59.0,60.0,15.0
2025-03-22 17:30:00+00:00,New Delhi-8118,82.0,22.87,64.99,0.1,-1.08,1.3,2025-03-22,17,72.33,75.0,7.0
2025-03-22 18:30:00+00:00,New Delhi-8118,73.0,26.47,34.61,0.06,-0.26,-1.37,2025-03-22,18,76.67,82.0,-9.0
2025-03-22 19:30:00+00:00,New Delhi-8118,77.0,22.77,69.42,0.08,-1.11,1.69,2025-03-22,19,77.33,73.0,4.0
2025-03-22 20:30:00+00:00,New Delhi-8118,84.0,23.44,63.88,0.11,-0.95,1.2,2025-03-22,20,78.0,77.0,7.0
2025-03-22 21:30:00+00:00,New Delhi-8118,80.0,27.63,61.9,0.09,0.01,1.03,2025-03-22,21,80.33,84.0,-4.0
2025-03-22 22:30:00+00:00,New Delhi-8118,73.0,31.25,54.92,0.06,0.84,0.42,2025-03-22,22,79.0,80.0,-7.0
2025-03-22 23:30:00+00:00,New Delhi-8118,80.0,28.94,44.03,0.09,0.31,-0.54,2025-03-22,23,77.67,73.0,7.0
2025-03-23 00:30:00+00:00,New Delhi-8118,81.0,33.96,32.9,0.1,1.46,-1.52,2025-03-23,0,78.0,80.0,1.0
2025-03-23 01:30:00+00:00,New Delhi-8118,95.0,27.9,56.08,0.16,0.07,0.52,2025-03-23,1,85.33,81.0,14.0
2025-03-23 02:30:00+00:00,New Delhi-8118,95.0,34.81,44.38,0.16,1.65,-0.51,2025-03-23,2,90.33,95.0,0.0
2025-03-23 03:30:00+00:00,New Delhi-8118,96.0,31.29,63.82,0.16,0.85,1.2,2025-03-23,3,95.33,95.0,1.0
2025-03-23 04:30:00+00:00,New Delhi-8118,83.0,34.07,44.72,0.1,1.48,-0.48,2025-03-23,4,91.33,96.0,-13.0
2025-03-23 05:30:00+00:00,New Delhi-8118,52.0,20.4,35.72,-0.04,-1.65,-1.27,2025-03-23,5,77.0,83.0,-31.0
2025-03-23 06:30:00+00:00,New Delhi-8118,35.0,33.99,67.5,-0.12,1.47,1.52,2025-03-23,6,56.67,52.0,-17.0
2025-03-23 07:30:00+00:00,New Delhi-8118,32.0,27.19,59.36,-0.13,-0.09,0.81,2025-03-23,7,39.67,35.0,-3.0
2025-03-23 08:30:00+00:00,New Delhi-8118,37.0,26.92,46.36,-0.11,-0.16,-0.34,2025-03-23,8,34.67,32.0,5.0
2025-03-23 09:30:00+00:00,New Delhi-8118,43.0,27.6,41.84,-0.08,0.0,-0.74,2025-03-23,9,37.33,37.0,6.0
2025-03-23 10:30:00+00:00,New Delhi-8118,40.0,30.16,35.76,-0.09,0.59,-1.27,2025-03-23,10,40.0,43.0,-3.0
2025-03-23 11:30:00+00:00,New Delhi-8118,34.0,31.74,47.89,-0.12,0.95,-0.2,2025-03-23,11,39.0,40.0,-6.0
2025-03-23 12:30:00+00:00,New Delhi-8118,33.0,33.34,68.59,-0.13,1.32,1.62,2025-03-23,12,35.67,34.0,-1.0
2025-03-23 13:30:00+00:00,New Delhi-8118,34.0,23.83,44.29,-0.12,-0.86,-0.52,2025-03-23,13,33.67,33.0,1.0
2025-03-23 14:30:00+00:00,New Delhi-8118,49.0,21.2,40.12,-0.05,-1.47,-0.89,2025-03-23,14,38.67,34.0,15.0
2025-03-23 15:30:00+00:00,New Delhi-8118,62.0,32.98,59.72,0.01,1.23,0.84,2025-03-23,15,48.33,49.0,13.0
2025-03-23 16:30:00+00:00,New Delhi-8118,73.0,31.89,56.69,0.06,0.98,0.57,2025-03-23,16,61.33,62.0,11.0
2025-03-23 17:30:00+00:00,New Delhi-8118,77.0,25.54,40.2,0.08,-0.47,-0.88,2025-03-23,17,70.67,73.0,4.0
2025-03-23 18:30:00+00:00,New Delhi-8118,78.0,27.6,30.23,0.08,0.0,-1.76,2025-03-23,18,76.0,77.0,1.0
2025-03-23 19:30:00+00:00,New Delhi-8118,85.0,22.26,42.01,0.11,-1.22,-0.72,2025-03-23,19,80.0,78.0,7.0
2025-03-23 20:30:00+00:00,New Delhi-8118,90.0,32.3,40.94,0.14,1.08,-0.82,2025-03-23,20,84.33,85.0,5.0
2025-03-23 21:30:00+00:00,New Delhi-8118,94.0,28.24,52.7,0.16,0.15,0.22,2025-03-23,21,89.67,90.0,4.0
2025-03-23 22:30:00+00:00,New Delhi-8118,108.0,34.84,39.34,0.22,1.66,-0.96,2025-03-23,22,97.33,94.0,14.0
2025-03-23 23:30:00+00:00,New Delhi-8118,106.0,30.36,32.06,0.21,0.63,-1.6,2025-03-23,23,102.67,108.0,-2.0
2025-03-24 00:30:00+00:00,New Delhi-8118,93.0,30.6,61.07,0.15,0.69,0.96,2025-03-24,0,102.33,106.0,-13.0
2025-03-24 01:30:00+00:00,New Delhi-8118,104.0,20.57,64.49,0.2,-1.61,1.26,2025-03-24,1,101.0,93.0,11.0
2025-03-24 02:30:00+00:00,New Delhi-8118,113.0,34.15,62.1,0.24,1.5,1.05,2025-03-24,2,103.33,104.0,9.0
2025-03-24 03:30:00+00:00,New Delhi-8118,147.0,21.61,51.15,0.4,-1.37,0.08,2025-03-24,3,121.33,113.0,34.0
2025-03-24 04:30:00+00:00,New Delhi-8118,87.0,26.69,39.75,0.12,-0.21,-0.92,2025-03-24,4,115.67,147.0,-60.0
2025-03-24 05:30:00+00:00,New Delhi-8118,37.0,28.03,49.57,-0.11,0.1,-0.06,2025-03-24,5,90.33,87.0,-50.0
2025-03-24 06:30:00+00:00,New Delhi-8118,36.0,29.58,58.06,-0.11,0.45,0.69,2025-03-24,6,53.33,37.0,-1.0
2025-03-24 07:30:00+00:00,New Delhi-8118,30.0,27.93,60.13,-0.14,0.08,0.87,2025-03-24,7,34.33,36.0,-6.0
2025-03-24 08:30:00+00:00,New Delhi-8118,49.0,34.73,30.39,-0.05,1.64,-1.74,2025-03-24,8,38.33,30.0,19.0
2025-03-24 09:30:00+00:00,New Delhi-8118,32.0,23.04,48.95,-0.13,-1.05,-0.11,2025-03-24,9,37.0,49.0,-17.0
2025-03-24 10:30:00+00:00,New Delhi-8118,18.0,25.88,57.18,-0.2,-0.39,0.61,2025-03-24,10,33.0,32.0,-14.0
2025-03-24 11:30:00+00:00,New Delhi-8118,21.0,25.54,66.87,-0.18,-0.47,1.47,2025-03-24,11,23.67,18.0,3.0
2025-03-24 12:30:00+00:00,New Delhi-8118,36.0,29.4,58.26,-0.11,0.41,0.71,2025-03-24,12,25.0,21.0,15.0
2025-03-24 13:30:00+00:00,New Delhi-8118,39.0,32.83,45.47,-0.1,1.2,-0.42,2025-03-24,13,32.0,36.0,3.0
2025-03-24 14:30:00+00:00,New Delhi-8118,60.0,27.35,42.03,-0.0,-0.06,-0.72,2025-03-24,14,45.0,39.0,21.0
2025-03-24 15:30:00+00:00,New Delhi-8118,72.0,30.97,63.8,0.05,0.77,1.2,2025-03-24,15,57.0,60.0,12.0
2025-03-24 16:30:00+00:00,New Delhi-8118,76.0,33.76,51.2,0.07,1.41,0.09,2025-03-24,16,69.33,72.0,4.0
2025-03-24 17:30:00+00:00,New Delhi-8118,77.0,23.08,33.46,0.08,-1.04,-1.47,2025-03-24,17,75.0,76.0,1.0
2025-03-24 18:30:00+00:00,New Delhi-8118,104.0,21.31,52.57,0.2,-1.44,0.21,2025-03-24,18,85.67,77.0,27.0
2025-03-24 19:30:00+00:00,New Delhi-8118,123.0,31.5,33.74,0.29,0.89,-1.45,2025-03-24,19,101.33,104.0,19.0
2025-03-24 20:30:00+00:00,New Delhi-8118,125.0,23.27,38.11,0.3,-0.99,-1.06,2025-03-24,20,117.33,123.0,2.0
2025-03-24 21:30:00+00:00,New Delhi-8118,120.0,26.79,38.57,0.28,-0.19,-1.02,2025-03-24,21,122.67,125.0,-5.0
2025-03-24 22:30:00+00:00,New Delhi-8118,125.0,32.78,63.95,0.3,1.19,1.21,2025-03-24,22,123.33,120.0,5.0
2025-03-24 23:30:00+00:00,New Delhi-8118,127.0,21.72,58.02,0.31,-1.35,0.69,2025-03-24,23,124.0,125.0,2.0
2025-03-25 00:30:00+00:00,New Delhi-8118,132.0,30.89,32.65,0.33,0.75,-1.54,2025-03-25,0,128.0,127.0,5.0
2025-03-25 01:30:00+00:00,New Delhi-8118,138.0,33.92,38.66,0.36,1.45,-1.02,2025-03-25,1,132.33,132.0,6.0
2025-03-25 02:30:00+00:00,New Delhi-8118,149.0,29.45,38.45,0.41,0.42,-1.03,2025-03-25,2,139.67,138.0,11.0
2025-03-25 03:30:00+00:00,New Delhi-8118,164.0,30.18,41.23,0.48,0.59,-0.79,2025-03-25,3,150.33,149.0,15.0
2025-03-25 04:30:00+00:00,New Delhi-8118,123.0,31.48,33.24,0.29,0.89,-1.49,2025-03-25,4,145.33,164.0,-41.0
2025-03-25 05:30:00+00:00,New Delhi-8118,106.0,26.47,57.72,0.21,-0.26,0.66,2025-03-25,5,131.0,123.0,-17.0
2025-03-25 06:30:00+00:00,New Delhi-8118,66.0,33.38,51.82,0.03,1.33,0.14,2025-03-25,6,98.33,106.0,-40.0
2025-03-25 07:30:00+00:00,New Delhi-8118,38.0,29.14,49.17,-0.1,0.35,-0.09,2025-03-25,7,70.0,66.0,-28.0
2025-03-25 08:30:00+00:00,New Delhi-8118,26.0,24.67,59.61,-0.16,-0.67,0.83,2025-03-25,8,43.33,38.0,-12.0
2025-03-25 09:30:00+00:00,New Delhi-8118,31.0,25.9,37.56,-0.14,-0.39,-1.11,2025-03-25,9,31.67,26.0,5.0
2025-03-25 10:30:00+00:00,New Delhi-8118,29.0,21.92,36.06,-0.15,-1.3,-1.24,2025-03-25,10,28.67,31.0,-2.0
2025-03-25 11:30:00+00:00,New Delhi-8118,30.0,22.46,59.87,-0.14,-1.18,0.85,2025-03-25,11,30.0,29.0,1.0
2025-03-25 12:30:00+00:00,New Delhi-8118,35.0,31.21,34.34,-0.12,0.83,-1.4,2025-03-25,12,31.33,30.0,5.0
2025-03-25 13:30:00+00:00,New Delhi-8118,43.0,31.68,66.14,-0.08,0.94,1.4,2025-03-25,13,36.0,35.0,8.0
2025-03-25 14:30:00+00:00,New Delhi-8118,52.0,20.77,51.18,-0.04,-1.57,0.09,2025-03-25,14,43.33,43.0,9.0
2025-03-25 15:30:00+00:00,New Delhi-8118,62.0,20.17,63.51,0.01,-1.7,1.17,2025-03-25,15,52.33,52.0,10.0
2025-03-25 16:30:00+00:00,New Delhi-8118,82.0,20.9,51.6,0.1,-1.54,0.12,2025-03-25,16,65.33,62.0,20.0
2025-03-25 17:30:00+00:00,New Delhi-8118,98.0,29.96,59.99,0.17,0.54,0.86,2025-03-25,17,80.67,82.0,16.0
2025-03-25 18:30:00+00:00,New Delhi-8118,111.0,31.91,56.37,0.23,0.99,0.54,2025-03-25,18,97.0,98.0,13.0
2025-03-25 19:30:00+00:00,New Delhi-8118,120.0,26.18,36.22,0.28,-0.33,-1.23,2025-03-25,19,109.67,111.0,9.0
2025-03-25 20:30:00+00:00,New Delhi-8118,111.0,28.91,48.84,0.23,0.3,-0.12,2025-03-25,20,114.0,120.0,-9.0
2025-03-25 21:30:00+00:00,New Delhi-8118,128.0,32.04,68.43,0.31,1.02,1.6,2025-03-25,21,119.67,111.0,17.0
2025-03-25 22:30:00+00:00,New Delhi-8118,134.0,25.73,44.64,0.34,-0.43,-0.49,2025-03-25,22,124.33,128.0,6.0
2025-03-25 23:30:00+00:00,New Delhi-8118,140.0,32.77,49.27,0.37,1.19,-0.08,2025-03-25,23,134.0,134.0,6.0
2025-03-26 00:30:00+00:00,New Delhi-8118,133.0,31.79,56.35,0.34,0.96,0.54,2025-03-26,0,135.67,140.0,-7.0
2025-03-26 01:30:00+00:00,New Delhi-8118,141.0,22.82,35.0,0.37,-1.1,-1.34,2025-03-26,1,138.0,133.0,8.0
2025-03-26 02:30:00+00:00,New Delhi-8118,162.0,25.26,54.32,0.47,-0.54,0.36,2025-03-26,2,145.33,141.0,21.0
2025-03-26 03:30:00+00:00,New Delhi-8118,150.0,23.67,33.63,0.41,-0.9,-1.46,2025-03-26,3,151.0,162.0,-12.0
2025-03-26 04:30:00+00:00,New Delhi-8118,93.0,32.65,56.75,0.15,1.16,0.58,2025-03-26,4,135.0,150.0,-57.0
2025-03-26 05:30:00+00:00,New Delhi-8118,43.0,21.74,66.02,-0.08,-1.34,1.39,2025-03-26,5,95.33,93.0,-50.0
2025-03-26 06:30:00+00:00,New Delhi-8118,32.0,21.19,67.9,-0.13,-1.47,1.56,2025-03-26,6,56.0,43.0,-11.0
2025-03-26 07:30:00+00:00,New Delhi-8118,36.0,33.67,62.81,-0.11,1.39,1.11,2025-03-26,7,37.0,32.0,4.0
2025-03-26 08:30:00+00:00,New Delhi-8118,46.0,28.19,55.71,-0.07,0.14,0.48,2025-03-26,8,38.0,36.0,10.0
2025-03-26 09:30:00+00:00,New Delhi-8118,29.0,34.94,65.66,-0.15,1.68,1.36,2025-03-26,9,37.0,46.0,-17.0
2025-03-26 10:30:00+00:00,New Delhi-8118,21.0,33.49,31.06,-0.18,1.35,-1.68,2025-03-26,10,32.0,29.0,-8.0
2025-03-26 11:30:00+00:00,New Delhi-8118,20.0,22.17,59.01,-0.19,-1.25,0.78,2025-03-26,11,23.33,21.0,-1.0
2025-03-26 12:30:00+00:00,New Delhi-8118,25.0,27.04,30.27,-0.16,-0.13,-1.75,2025-03-26,12,22.0,20.0,5.0
2025-03-26 13:30:00+00:00,New Delhi-8118,44.0,27.5,44.83,-0.08,-0.02,-0.47,2025-03-26,13,29.67,25.0,19.0
2025-03-26 14:30:00+00:00,New Delhi-8118,47.0,22.1,64.41,-0.06,-1.26,1.25,2025-03-26,14,38.67,44.0,3.0
2025-03-26 15:30:00+00:00,New Delhi-8118,74.0,26.95,64.59,0.06,-0.15,1.27,2025-03-26,15,55.0,47.0,27.0
2025-03-26 16:30:00+00:00,New Delhi-8118,68.0,22.97,67.38,0.04,-1.06,1.51,2025-03-26,16,63.0,74.0,-6.0
2025-03-26 17:30:00+00:00,New Delhi-8118,71.0,24.14,45.99,0.05,-0.79,-0.37,2025-03-26,17,71.0,68.0,3.0
2025-03-26 18:30:00+00:00,New Delhi-8118,92.0,20.21,60.84,0.15,-1.7,0.94,2025-03-26,18,77.0,71.0,21.0
2025-03-26 19:30:00+00:00,New Delhi-8118,100.0,27.59,53.44,0.18,-0.0,0.29,2025-03-26,19,87.67,92.0,8.0
2025-03-26 20:30:00+00:00,New Delhi-8118,111.0,28.36,63.39,0.23,0.17,1.16,2025-03-26,20,101.0,100.0,11.0
2025-03-26 21:30:00+00:00,New Delhi-8118,117.0,20.56,55.58,0.26,-1.61,0.47,2025-03-26,21,109.33,111.0,6.0
2025-03-26 22:30:00+00:00,New Delhi-8118,122.0,34.52,68.06,0.28,1.59,1.57,2025-03-26,22,116.67,117.0,5.0
2025-03-26 23:30:00+00:00,New Delhi-8118,124.0,30.83,45.68,0.29,0.74,-0.4,2025-03-26,23,121.0,122.0,2.0
2025-03-27 00:30:00+00:00,New Delhi-8118,139.0,26.55,42.35,0.36,-0.24,-0.69,2025-03-27,0,128.33,124.0,15.0
2025-03-27 01:30:00+00:00,New Delhi-8118,170.0,32.36,63.5,0.51,1.09,1.17,2025-03-27,1,144.33,139.0,31.0
2025-03-27 02:30:00+00:00,New Delhi-8118,146.0,22.28,30.32,0.4,-1.22,-1.75,2025-03-27,2,151.67,170.0,-24.0
2025-03-27 03:30:00+00:00,New Delhi-8118,68.0,25.28,37.48,0.04,-0.53,-1.12,2025-03-27,3,128.0,146.0,-78.0
2025-03-27 04:30:00+00:00,New Delhi-8118,70.0,25.38,45.27,0.04,-0.51,-0.43,2025-03-27,4,94.67,68.0,2.0
2025-03-27 05:30:00+00:00,New Delhi-8118,59.0,34.96,48.88,-0.01,1.69,-0.12,2025-03-27,5,65.67,70.0,-11.0
2025-03-27 06:30:00+00:00,New Delhi-8118,37.0,28.82,63.89,-0.11,0.28,1.2,2025-03-27,6,55.33,59.0,-22.0
2025-03-27 07:30:00+00:00,New Delhi-8118,32.0,25.05,30.97,-0.13,-0.58,-1.69,2025-03-27,7,42.67,37.0,-5.0
2025-03-27 08:30:00+00:00,New Delhi-8118,37.0,28.08,67.11,-0.11,0.11,1.49,2025-03-27,8,35.33,32.0,5.0
2025-03-27 09:30:00+00:00,New Delhi-8118,31.0,33.78,39.13,-0.14,1.42,-0.97,2025-03-27,9,33.33,37.0,-6.0
2025-03-27 10:30:00+00:00,New Delhi-8118,26.0,21.34,34.9,-0.16,-1.44,-1.35,2025-03-27,10,31.33,31.0,-5.0
2025-03-27 11:30:00+00:00,New Delhi-8118,27.0,32.15,34.73,-0.15,1.04,-1.36,2025-03-27,11,28.0,26.0,1.0
2025-03-27 12:30:00+00:00,New Delhi-8118,34.0,24.62,53.3,-0.12,-0.68,0.27,2025-03-27,12,29.0,27.0,7.0
2025-03-27 13:30:00+00:00,New Delhi-8118,33.0,25.78,59.32,-0.13,-0.42,0.8,2025-03-27,13,31.33,34.0,-1.0
2025-03-27 14:30:00+00:00,New Delhi-8118,44.0,21.72,66.4,-0.08,-1.35,1.43,2025-03-27,14,37.0,33.0,11.0
2025-03-27 15:30:00+00:00,New Delhi-8118,59.0,33.09,52.89,-0.01,1.26,0.24,2025-03-27,15,45.33,44.0,15.0
2025-03-27 16:30:00+00:00,New Delhi-8118,51.0,28.31,68.7,-0.04,0.16,1.63,2025-03-27,16,51.33,59.0,-8.0
2025-03-27 17:30:00+00:00,New Delhi-8118,56.0,21.2,38.83,-0.02,-1.47,-1.0,2025-03-27,17,55.33,51.0,5.0
2025-03-27 18:30:00+00:00,New Delhi-8118,68.0,28.55,49.59,0.04,0.22,-0.05,2025-03-27,18,58.33,56.0,12.0
2025-03-27 19:30:00+00:00,New Delhi-8118,72.0,29.33,51.4,0.05,0.4,0.11,2025-03-27,19,65.33,68.0,4.0
2025-03-27 20:30:00+00:00,New Delhi-8118,153.0,22.97,48.65,0.43,-1.06,-0.14,2025-03-27,20,97.67,72.0,81.0
2025-03-27 21:30:00+00:00,New Delhi-8118,174.0,20.42,41.66,0.53,-1.65,-0.75,2025-03-27,21,133.0,153.0,21.0
2025-03-27 22:30:00+00:00,New Delhi-8118,68.0,28.82,33.36,0.04,0.28,-1.48,2025-03-27,22,131.67,174.0,-106.0
2025-03-27 23:30:00+00:00,New Delhi-8118,46.0,23.55,32.68,-0.07,-0.93,-1.54,2025-03-27,23,96.0,68.0,-22.0
2025-03-28 00:30:00+00:00,New Delhi-8118,44.0,20.29,31.16,-0.08,-1.68,-1.68,2025-03-28,0,52.67,46.0,-2.0
2025-03-28 01:30:00+00:00,New Delhi-8118,53.0,33.88,63.88,-0.03,1.44,1.2,2025-03-28,1,47.67,44.0,9.0
2025-03-28 02:30:00+00:00,New Delhi-8118,75.0,21.16,38.25,0.07,-1.48,-1.05,2025-03-28,2,57.33,53.0,22.0
2025-03-28 03:30:00+00:00,New Delhi-8118,79.0,27.85,59.77,0.09,0.06,0.84,2025-03-28,3,69.0,75.0,4.0
2025-03-28 04:30:00+00:00,New Delhi-8118,60.0,30.85,50.37,-0.0,0.75,0.01,2025-03-28,4,71.33,79.0,-19.0
2025-03-28 05:30:00+00:00,New Delhi-8118,62.0,32.07,43.49,0.01,1.03,-0.59,2025-03-28,5,67.0,60.0,2.0
2025-03-28 06:30:00+00:00,New Delhi-8118,37.0,20.95,50.21,-0.11,-1.53,0.0,2025-03-28,6,53.0,62.0,-25.0
2025-03-28 07:30:00+00:00,New Delhi-8118,42.0,31.66,34.99,-0.09,0.93,-1.34,2025-03-28,7,47.0,37.0,5.0
2025-03-28 08:30:00+00:00,New Delhi-8118,35.0,20.9,48.3,-0.12,-1.54,-0.17,2025-03-28,8,38.0,42.0,-7.0
2025-03-28 09:30:00+00:00,New Delhi-8118,32.0,29.3,64.85,-0.13,0.39,1.29,2025-03-28,9,36.33,35.0,-3.0
2025-03-28 10:30:00+00:00,New Delhi-8118,26.0,30.64,39.59,-0.16,0.7,-0.93,2025-03-28,10,31.0,32.0,-6.0
2025-03-28 11:30:00+00:00,New Delhi-8118,27.0,21.92,34.4,-0.15,-1.3,-1.39,2025-03-28,11,28.33,26.0,1.0
2025-03-28 12:30:00+00:00,New Delhi-8118,27.0,21.43,40.54,-0.15,-1.42,-0.85,2025-03-28,12,26.67,27.0,0.0
2025-03-28 13:30:00+00:00,New Delhi-8118,32.0,28.15,40.48,-0.13,0.13,-0.86,2025-03-28,13,28.67,27.0,5.0
2025-03-28 14:30:00+00:00,New Delhi-8118,36.0,27.86,55.23,-0.11,0.06,0.44,2025-03-28,14,31.67,32.0,4.0
2025-03-28 15:30:00+00:00,New Delhi-8118,36.0,24.47,55.98,-0.11,-0.72,0.51,2025-03-28,15,34.67,36.0,0.0
2025-03-28 16:30:00+00:00,New Delhi-8118,30.0,25.29,53.71,-0.14,-0.53,0.31,2025-03-28,16,34.0,36.0,-6.0
2025-03-28 17:30:00+00:00,New Delhi-8118,26.0,24.49,62.68,-0.16,-0.71,1.1,2025-03-28,17,30.67,30.0,-4.0
2025-03-28 18:30:00+00:00,New Delhi-8118,24.0,28.47,40.71,-0.17,0.2,-0.84,2025-03-28,18,26.67,26.0,-2.0
2025-03-28 19:30:00+00:00,New Delhi-8118,26.0,26.51,38.71,-0.16,-0.25,-1.01,2025-03-28,19,25.33,24.0,2.0
2025-03-28 20:30:00+00:00,New Delhi-8118,41.0,29.19,42.51,-0.09,0.36,-0.68,2025-03-28,20,30.33,26.0,15.0
2025-03-28 21:30:00+00:00,New Delhi-8118,46.0,27.02,31.87,-0.07,-0.13,-1.61,2025-03-28,21,37.67,41.0,5.0
2025-03-28 22:30:00+00:00,New Delhi-8118,49.0,34.44,67.49,-0.05,1.57,1.52,2025-03-28,22,45.33,46.0,3.0
2025-03-28 23:30:00+00:00,New Delhi-8118,46.0,25.54,58.01,-0.07,-0.47,0.69,2025-03-28,23,47.0,49.0,-3.0
2025-03-29 00:30:00+00:00,New Delhi-8118,37.0,24.93,42.32,-0.11,-0.61,-0.69,2025-03-29,0,44.0,46.0,-9.0
2025-03-29 01:30:00+00:00,New Delhi-8118,48.0,24.11,45.8,-0.06,-0.8,-0.39,2025-03-29,1,43.67,37.0,11.0
2025-03-29 02:30:00+00:00,New Delhi-8118,61.0,34.87,52.62,0.0,1.67,0.21,2025-03-29,2,48.67,48.0,13.0
2025-03-29 03:30:00+00:00,New Delhi-8118,73.0,21.29,43.39,0.06,-1.45,-0.6,2025-03-29,3,60.67,61.0,12.0
2025-03-29 04:30:00+00:00,New Delhi-8118,72.0,21.76,68.99,0.05,-1.34,1.65,2025-03-29,4,68.67,73.0,-1.0
2025-03-29 05:30:00+00:00,New Delhi-8118,49.0,20.18,66.2,-0.05,-1.7,1.41,2025-03-29,5,64.67,72.0,-23.0
2025-03-29 06:30:00+00:00,New Delhi-8118,33.0,30.05,36.93,-0.13,0.56,-1.17,2025-03-29,6,51.33,49.0,-16.0
2025-03-29 07:30:00+00:00,New Delhi-8118,27.0,31.43,48.33,-0.15,0.88,-0.16,2025-03-29,7,36.33,33.0,-6.0
2025-03-29 08:30:00+00:00,New Delhi-8118,25.0,26.15,41.45,-0.16,-0.33,-0.77,2025-03-29,8,28.33,27.0,-2.0
2025-03-29 09:30:00+00:00,New Delhi-8118,25.0,34.31,68.95,-0.16,1.54,1.65,2025-03-29,9,25.67,25.0,0.0
2025-03-29 10:30:00+00:00,New Delhi-8118,17.0,29.27,59.77,-0.2,0.38,0.84,2025-03-29,10,22.33,25.0,-8.0
2025-03-29 11:30:00+00:00,New Delhi-8118,13.0,27.64,61.95,-0.22,0.01,1.03,2025-03-29,11,18.33,17.0,-4.0
